,Content ID,Type,Datetime,Content Type,Category,Sentiment,Score,Month,,,,
3017,8e3896e3-2f84-4b47-9365-fb562c9ed730,indifferent,16-09-2020 22:14,video,public speaking,neutral,20,9,,,,
3018,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,07-08-2020 14:21,video,public speaking,positive,72,8,,,,
3019,8e3896e3-2f84-4b47-9365-fb562c9ed730,cherish,23-05-2021 10:40,video,public speaking,positive,70,5,,,,
3020,8e3896e3-2f84-4b47-9365-fb562c9ed730,cherish,04-05-2021 14:00,video,public speaking,positive,70,5,,,,
3021,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,23-02-2021 22:38,video,public speaking,positive,65,2,,,,
3022,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,18-11-2020 18:37,video,public speaking,positive,65,11,,,,
3023,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,12-09-2020 11:42,video,public speaking,negative,12,9,,,,
3024,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,28-04-2021 08:30,video,public speaking,positive,45,4,,,,
3026,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,25-09-2020 18:26,video,public speaking,positive,50,9,,,,
3027,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,17-03-2021 23:48,video,public speaking,positive,45,3,,,,
3028,8e3896e3-2f84-4b47-9365-fb562c9ed730,heart,07-10-2020 07:46,video,public speaking,positive,60,10,,,,
3029,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,03-01-2021 15:52,video,public speaking,positive,72,1,,,,
3030,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,06-09-2020 07:14,video,public speaking,positive,50,9,,,,
3031,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,02-12-2020 19:04,video,public speaking,positive,50,12,,,,
3032,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,24-09-2020 20:48,video,public speaking,negative,0,9,,,,
3033,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,08-09-2020 04:03,video,public speaking,positive,75,9,,,,
3034,8e3896e3-2f84-4b47-9365-fb562c9ed730,adore,21-09-2020 04:11,video,public speaking,positive,72,9,,,,
3036,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,21-02-2021 23:03,video,public speaking,positive,30,2,,,,
3037,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,11-04-2021 03:23,video,public speaking,positive,45,4,,,,
3038,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,30-12-2020 23:11,video,public speaking,positive,30,12,,,,
3039,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,01-09-2020 08:27,video,public speaking,negative,0,9,,,,
3040,8e3896e3-2f84-4b47-9365-fb562c9ed730,hate,14-07-2020 20:36,video,public speaking,negative,5,7,,,,
3041,8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,02-02-2021 11:04,video,public speaking,negative,0,2,,,,
3042,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,01-02-2021 20:40,video,public speaking,positive,75,2,,,,
3043,8e3896e3-2f84-4b47-9365-fb562c9ed730,hate,01-02-2021 23:31,video,public speaking,negative,5,2,,,,
3044,8e3896e3-2f84-4b47-9365-fb562c9ed730,interested,06-06-2021 09:31,video,public speaking,positive,30,6,,,,
3046,8e3896e3-2f84-4b47-9365-fb562c9ed730,intrigued,31-01-2021 22:05,video,public speaking,positive,45,1,,,,
3047,8e3896e3-2f84-4b47-9365-fb562c9ed730,love,01-03-2021 05:13,video,public speaking,positive,65,3,,,,
3048,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,04-04-2021 06:50,video,public speaking,positive,50,4,,,,
3049,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,16-08-2020 01:35,video,public speaking,positive,50,8,,,,
3050,8e3896e3-2f84-4b47-9365-fb562c9ed730,like,05-08-2020 02:16,video,public speaking,positive,50,8,,,,
3051,8e3896e3-2f84-4b47-9365-fb562c9ed730,worried,27-11-2020 17:25,video,public speaking,negative,12,11,,,,
3052,8e3896e3-2f84-4b47-9365-fb562c9ed730,super love,09-05-2021 03:07,video,public speaking,positive,75,5,,,,
3053,8e3896e3-2f84-4b47-9365-fb562c9ed730,want,13-09-2020 01:44,video,public speaking,positive,70,9,,,,
3055,de9796a6-d19d-4c41-a965-7aa4dcc69fee,dislike,26-02-2021 09:45,audio,technology,negative,10,2,,,,
3056,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,04-12-2020 20:40,audio,technology,positive,60,12,,,,
3057,de9796a6-d19d-4c41-a965-7aa4dcc69fee,super love,24-02-2021 15:16,audio,technology,positive,75,2,,,,
3058,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,05-11-2020 10:24,audio,technology,negative,5,11,,,,
3059,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,12-11-2020 21:38,audio,technology,positive,65,11,,,,
3060,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,26-04-2021 04:28,audio,technology,neutral,20,4,,,,
3061,de9796a6-d19d-4c41-a965-7aa4dcc69fee,like,09-08-2020 03:43,audio,technology,positive,50,8,,,,
3062,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,08-04-2021 18:42,audio,technology,positive,45,4,,,,
3063,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,03-12-2020 04:50,audio,technology,negative,15,12,,,,
3065,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,05-02-2021 07:51,audio,technology,positive,65,2,,,,
3066,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,21-06-2020 00:41,audio,technology,negative,15,6,,,,
3067,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,31-05-2021 13:29,audio,technology,neutral,20,5,,,,
3068,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,24-08-2020 04:16,audio,technology,negative,5,8,,,,
3069,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,04-04-2021 19:55,audio,technology,positive,70,4,,,,
3070,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,04-09-2020 15:47,audio,technology,negative,15,9,,,,
3071,de9796a6-d19d-4c41-a965-7aa4dcc69fee,indifferent,30-08-2020 20:51,audio,technology,neutral,20,8,,,,
3072,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,29-08-2020 14:30,audio,technology,positive,60,8,,,,
3073,de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,06-05-2021 16:55,audio,technology,negative,0,5,,,,
3075,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,06-01-2021 18:27,audio,technology,positive,60,1,,,,
3076,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,24-06-2020 23:03,audio,technology,negative,15,6,,,,
3077,de9796a6-d19d-4c41-a965-7aa4dcc69fee,super love,22-11-2020 00:44,audio,technology,positive,75,11,,,,
3078,de9796a6-d19d-4c41-a965-7aa4dcc69fee,hate,13-10-2020 09:11,audio,technology,negative,5,10,,,,
3079,de9796a6-d19d-4c41-a965-7aa4dcc69fee,love,06-10-2020 20:13,audio,technology,positive,65,10,,,,
3080,de9796a6-d19d-4c41-a965-7aa4dcc69fee,scared,20-06-2020 09:06,audio,technology,negative,15,6,,,,
3081,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,09-06-2021 09:17,audio,technology,positive,72,6,,,,
3082,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,14-09-2020 20:45,audio,technology,positive,72,9,,,,
3083,de9796a6-d19d-4c41-a965-7aa4dcc69fee,cherish,04-10-2020 13:26,audio,technology,positive,70,10,,,,
3085,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,28-04-2021 22:34,audio,technology,positive,70,4,,,,
3086,de9796a6-d19d-4c41-a965-7aa4dcc69fee,adore,19-11-2020 09:35,audio,technology,positive,72,11,,,,
3087,de9796a6-d19d-4c41-a965-7aa4dcc69fee,peeking,22-11-2020 18:32,audio,technology,neutral,35,11,,,,
3088,de9796a6-d19d-4c41-a965-7aa4dcc69fee,want,21-12-2020 16:09,audio,technology,positive,70,12,,,,
3089,de9796a6-d19d-4c41-a965-7aa4dcc69fee,interested,08-11-2020 03:33,audio,technology,positive,30,11,,,,
3090,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,04-03-2021 21:49,audio,technology,negative,12,3,,,,
3091,de9796a6-d19d-4c41-a965-7aa4dcc69fee,worried,27-02-2021 02:35,audio,technology,negative,12,2,,,,
3092,de9796a6-d19d-4c41-a965-7aa4dcc69fee,intrigued,19-07-2020 09:41,audio,technology,positive,45,7,,,,
3093,de9796a6-d19d-4c41-a965-7aa4dcc69fee,heart,09-09-2020 20:18,audio,technology,positive,60,9,,,,
3096,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,03-02-2021 17:39,GIF,education,negative,0,2,,,,
3097,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,11-05-2021 02:00,GIF,education,positive,70,5,,,,
3098,e4466189-0b96-4cc4-9d7d-d0f27b982548,super love,24-07-2020 05:00,GIF,education,positive,75,7,,,,
3099,e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,24-07-2020 09:08,GIF,education,negative,0,7,,,,
3100,e4466189-0b96-4cc4-9d7d-d0f27b982548,peeking,12-05-2021 07:58,GIF,education,neutral,35,5,,,,
3101,e4466189-0b96-4cc4-9d7d-d0f27b982548,like,06-05-2021 18:01,GIF,education,positive,50,5,,,,
3102,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,04-01-2021 04:08,GIF,education,positive,30,1,,,,
3103,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,28-03-2021 11:14,GIF,education,positive,30,3,,,,
3104,e4466189-0b96-4cc4-9d7d-d0f27b982548,cherish,09-01-2021 20:20,GIF,education,positive,70,1,,,,
3106,e4466189-0b96-4cc4-9d7d-d0f27b982548,dislike,25-10-2020 16:30,GIF,education,negative,10,10,,,,
3107,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,08-04-2021 21:28,GIF,education,positive,70,4,,,,
3108,e4466189-0b96-4cc4-9d7d-d0f27b982548,interested,29-01-2021 09:33,GIF,education,positive,30,1,,,,
3109,e4466189-0b96-4cc4-9d7d-d0f27b982548,want,22-06-2020 08:06,GIF,education,positive,70,6,,,,
3110,e4466189-0b96-4cc4-9d7d-d0f27b982548,hate,27-08-2020 13:11,GIF,education,negative,5,8,,,,
3111,e4466189-0b96-4cc4-9d7d-d0f27b982548,intrigued,04-03-2021 20:03,GIF,education,positive,45,3,,,,
3112,e4466189-0b96-4cc4-9d7d-d0f27b982548,worried,04-11-2020 08:43,GIF,education,negative,12,11,,,,
3113,e4466189-0b96-4cc4-9d7d-d0f27b982548,super love,21-02-2021 11:23,GIF,education,positive,75,2,,,,
3114,e4466189-0b96-4cc4-9d7d-d0f27b982548,love,10-01-2021 17:14,GIF,education,positive,65,1,,,,
3117,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,02-05-2021 03:28,video,public speaking,positive,70,5,,,,
3118,391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,25-01-2021 04:23,video,public speaking,neutral,20,1,,,,
3119,391a9aa4-c04a-431e-8366-712d92267c2b,peeking,19-07-2020 06:00,video,public speaking,neutral,35,7,,,,
3120,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,12-03-2021 08:33,video,public speaking,positive,70,3,,,,
3121,391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,19-08-2020 15:30,video,public speaking,neutral,20,8,,,,
3122,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,14-09-2020 12:35,video,public speaking,positive,70,9,,,,
3123,391a9aa4-c04a-431e-8366-712d92267c2b,love,15-05-2021 08:23,video,public speaking,positive,65,5,,,,
3124,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,06-06-2021 08:52,video,public speaking,positive,45,6,,,,
3125,391a9aa4-c04a-431e-8366-712d92267c2b,heart,21-03-2021 00:11,video,public speaking,positive,60,3,,,,
3127,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,24-05-2021 09:55,video,public speaking,negative,0,5,,,,
3128,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,14-07-2020 02:36,video,public speaking,positive,45,7,,,,
3129,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,28-05-2021 00:16,video,public speaking,positive,70,5,,,,
3130,391a9aa4-c04a-431e-8366-712d92267c2b,interested,23-02-2021 03:59,video,public speaking,positive,30,2,,,,
3131,391a9aa4-c04a-431e-8366-712d92267c2b,adore,02-03-2021 18:49,video,public speaking,positive,72,3,,,,
3132,391a9aa4-c04a-431e-8366-712d92267c2b,heart,09-11-2020 05:49,video,public speaking,positive,60,11,,,,
3133,391a9aa4-c04a-431e-8366-712d92267c2b,intrigued,08-08-2020 10:37,video,public speaking,positive,45,8,,,,
3134,391a9aa4-c04a-431e-8366-712d92267c2b,interested,11-03-2021 23:27,video,public speaking,positive,30,3,,,,
3135,391a9aa4-c04a-431e-8366-712d92267c2b,hate,16-11-2020 15:47,video,public speaking,negative,5,11,,,,
3137,391a9aa4-c04a-431e-8366-712d92267c2b,peeking,25-01-2021 11:15,video,public speaking,neutral,35,1,,,,
3138,391a9aa4-c04a-431e-8366-712d92267c2b,indifferent,22-06-2020 07:16,video,public speaking,neutral,20,6,,,,
3139,391a9aa4-c04a-431e-8366-712d92267c2b,like,15-01-2021 20:50,video,public speaking,positive,50,1,,,,
3140,391a9aa4-c04a-431e-8366-712d92267c2b,adore,21-04-2021 09:32,video,public speaking,positive,72,4,,,,
3141,391a9aa4-c04a-431e-8366-712d92267c2b,want,25-05-2021 03:03,video,public speaking,positive,70,5,,,,
3142,391a9aa4-c04a-431e-8366-712d92267c2b,heart,13-05-2021 06:02,video,public speaking,positive,60,5,,,,
3143,391a9aa4-c04a-431e-8366-712d92267c2b,heart,14-01-2021 00:44,video,public speaking,positive,60,1,,,,
3144,391a9aa4-c04a-431e-8366-712d92267c2b,want,04-12-2020 20:43,video,public speaking,positive,70,12,,,,
3145,391a9aa4-c04a-431e-8366-712d92267c2b,love,02-11-2020 01:54,video,public speaking,positive,65,11,,,,
3147,391a9aa4-c04a-431e-8366-712d92267c2b,want,23-02-2021 18:54,video,public speaking,positive,70,2,,,,
3148,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,01-09-2020 00:08,video,public speaking,negative,10,9,,,,
3149,391a9aa4-c04a-431e-8366-712d92267c2b,hate,27-02-2021 14:13,video,public speaking,negative,5,2,,,,
3150,391a9aa4-c04a-431e-8366-712d92267c2b,peeking,26-09-2020 04:00,video,public speaking,neutral,35,9,,,,
3151,391a9aa4-c04a-431e-8366-712d92267c2b,like,23-10-2020 04:58,video,public speaking,positive,50,10,,,,
3152,391a9aa4-c04a-431e-8366-712d92267c2b,cherish,13-05-2021 05:10,video,public speaking,positive,70,5,,,,
3153,391a9aa4-c04a-431e-8366-712d92267c2b,scared,06-03-2021 17:48,video,public speaking,negative,15,3,,,,
3154,391a9aa4-c04a-431e-8366-712d92267c2b,love,29-09-2020 02:14,video,public speaking,positive,65,9,,,,
3155,391a9aa4-c04a-431e-8366-712d92267c2b,disgust,29-04-2021 20:20,video,public speaking,negative,0,4,,,,
3157,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,22-09-2020 05:24,video,public speaking,negative,10,9,,,,
3158,391a9aa4-c04a-431e-8366-712d92267c2b,dislike,02-11-2020 11:58,video,public speaking,negative,10,11,,,,
3159,391a9aa4-c04a-431e-8366-712d92267c2b,interested,05-08-2020 06:52,video,public speaking,positive,30,8,,,,
3161,e8edf506-36c9-43a7-a685-8b9f6467e4f9,like,24-02-2021 14:54,video,studying,positive,50,2,,,,
3162,e8edf506-36c9-43a7-a685-8b9f6467e4f9,cherish,05-01-2021 10:20,video,studying,positive,70,1,,,,
3163,e8edf506-36c9-43a7-a685-8b9f6467e4f9,cherish,04-06-2021 22:24,video,studying,positive,70,6,,,,
3164,e8edf506-36c9-43a7-a685-8b9f6467e4f9,peeking,24-11-2020 13:43,video,studying,neutral,35,11,,,,
3165,e8edf506-36c9-43a7-a685-8b9f6467e4f9,peeking,01-05-2021 09:58,video,studying,neutral,35,5,,,,
3166,e8edf506-36c9-43a7-a685-8b9f6467e4f9,indifferent,01-11-2020 07:23,video,studying,neutral,20,11,,,,
3167,e8edf506-36c9-43a7-a685-8b9f6467e4f9,intrigued,27-10-2020 05:17,video,studying,positive,45,10,,,,
3168,e8edf506-36c9-43a7-a685-8b9f6467e4f9,super love,02-09-2020 21:06,video,studying,positive,75,9,,,,
3170,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,24-12-2020 05:32,photo,food,negative,10,12,,,,
3171,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,29-01-2021 04:48,photo,food,negative,12,1,,,,
3172,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,01-06-2021 08:08,photo,food,neutral,20,6,,,,
3173,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,02-04-2021 16:49,photo,food,positive,65,4,,,,
3174,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,27-11-2020 13:14,photo,food,positive,30,11,,,,
3175,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,20-07-2020 13:39,photo,food,positive,60,7,,,,
3176,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,25-12-2020 06:35,photo,food,negative,0,12,,,,
3177,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,12-02-2021 00:36,photo,food,negative,12,2,,,,
3178,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,12-09-2020 12:44,photo,food,positive,70,9,,,,
3180,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,28-08-2020 10:30,photo,food,positive,60,8,,,,
3181,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,super love,15-06-2021 03:54,photo,food,positive,75,6,,,,
3182,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,02-06-2021 00:17,photo,food,positive,60,6,,,,
3183,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,18-12-2020 12:21,photo,food,neutral,20,12,,,,
3184,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,interested,23-12-2020 10:47,photo,food,positive,30,12,,,,
3185,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,19-12-2020 23:20,photo,food,neutral,35,12,,,,
3186,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,17-04-2021 10:11,photo,food,negative,5,4,,,,
3187,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,13-12-2020 00:47,photo,food,neutral,20,12,,,,
3188,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,06-05-2021 01:06,photo,food,negative,12,5,,,,
3190,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,04-07-2020 00:46,photo,food,negative,10,7,,,,
3191,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,30-04-2021 07:29,photo,food,positive,65,4,,,,
3192,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,10-05-2021 09:02,photo,food,negative,12,5,,,,
3193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,20-12-2020 13:55,photo,food,positive,72,12,,,,
3194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,29-08-2020 11:00,photo,food,neutral,20,8,,,,
3195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,24-10-2020 22:38,photo,food,positive,45,10,,,,
3196,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,intrigued,18-12-2020 04:21,photo,food,positive,45,12,,,,
3197,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,03-04-2021 08:00,photo,food,negative,5,4,,,,
3198,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,24-07-2020 06:32,photo,food,negative,5,7,,,,
3200,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,19-02-2021 02:54,photo,food,positive,60,2,,,,
3201,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,26-06-2020 12:23,photo,food,positive,60,6,,,,
3202,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,worried,05-02-2021 23:09,photo,food,negative,12,2,,,,
3203,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,10-06-2021 04:49,photo,food,negative,5,6,,,,
3204,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,dislike,27-03-2021 14:47,photo,food,negative,10,3,,,,
3205,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,love,29-07-2020 19:58,photo,food,positive,65,7,,,,
3206,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,want,05-07-2020 00:44,photo,food,positive,70,7,,,,
3207,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,cherish,12-02-2021 01:13,photo,food,positive,70,2,,,,
3208,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,like,03-08-2020 19:55,photo,food,positive,50,8,,,,
3210,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,12-12-2020 11:40,photo,food,negative,0,12,,,,
3211,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,adore,11-11-2020 11:37,photo,food,positive,72,11,,,,
3212,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,heart,07-01-2021 04:31,photo,food,positive,60,1,,,,
3213,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,scared,19-05-2021 08:20,photo,food,negative,15,5,,,,
3214,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,15-07-2020 12:39,photo,food,negative,0,7,,,,
3215,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,peeking,05-08-2020 13:06,photo,food,neutral,35,8,,,,
3216,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,indifferent,29-06-2020 19:42,photo,food,neutral,20,6,,,,
3217,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,hate,13-10-2020 08:39,photo,food,negative,5,10,,,,
3219,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,07-03-2021 10:26,GIF,public speaking,neutral,35,3,,,,
3220,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,16-01-2021 06:37,GIF,public speaking,positive,75,1,,,,
3221,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,06-10-2020 08:24,GIF,public speaking,positive,75,10,,,,
3222,c7066a17-2e12-49d2-bb9e-c8967051f490,love,16-04-2021 01:51,GIF,public speaking,positive,65,4,,,,
3223,c7066a17-2e12-49d2-bb9e-c8967051f490,love,25-01-2021 10:55,GIF,public speaking,positive,65,1,,,,
3224,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,01-10-2020 22:28,GIF,public speaking,positive,72,10,,,,
3225,c7066a17-2e12-49d2-bb9e-c8967051f490,indifferent,11-05-2021 05:09,GIF,public speaking,neutral,20,5,,,,
3226,c7066a17-2e12-49d2-bb9e-c8967051f490,scared,26-05-2021 23:52,GIF,public speaking,negative,15,5,,,,
3227,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,29-01-2021 22:32,GIF,public speaking,neutral,35,1,,,,
3229,c7066a17-2e12-49d2-bb9e-c8967051f490,scared,26-09-2020 02:02,GIF,public speaking,negative,15,9,,,,
3230,c7066a17-2e12-49d2-bb9e-c8967051f490,cherish,16-05-2021 00:33,GIF,public speaking,positive,70,5,,,,
3231,c7066a17-2e12-49d2-bb9e-c8967051f490,interested,13-11-2020 09:15,GIF,public speaking,positive,30,11,,,,
3232,c7066a17-2e12-49d2-bb9e-c8967051f490,cherish,29-09-2020 02:33,GIF,public speaking,positive,70,9,,,,
3233,c7066a17-2e12-49d2-bb9e-c8967051f490,worried,07-04-2021 11:36,GIF,public speaking,negative,12,4,,,,
3234,c7066a17-2e12-49d2-bb9e-c8967051f490,interested,27-10-2020 11:31,GIF,public speaking,positive,30,10,,,,
3235,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,23-10-2020 06:04,GIF,public speaking,positive,72,10,,,,
3236,c7066a17-2e12-49d2-bb9e-c8967051f490,like,15-09-2020 09:14,GIF,public speaking,positive,50,9,,,,
3237,c7066a17-2e12-49d2-bb9e-c8967051f490,like,20-05-2021 18:39,GIF,public speaking,positive,50,5,,,,
3239,c7066a17-2e12-49d2-bb9e-c8967051f490,peeking,17-01-2021 22:24,GIF,public speaking,neutral,35,1,,,,
3240,c7066a17-2e12-49d2-bb9e-c8967051f490,like,10-06-2021 14:19,GIF,public speaking,positive,50,6,,,,
3241,c7066a17-2e12-49d2-bb9e-c8967051f490,super love,11-08-2020 12:27,GIF,public speaking,positive,75,8,,,,
3242,c7066a17-2e12-49d2-bb9e-c8967051f490,adore,29-09-2020 11:05,GIF,public speaking,positive,72,9,,,,
3243,c7066a17-2e12-49d2-bb9e-c8967051f490,heart,06-11-2020 03:47,GIF,public speaking,positive,60,11,,,,
3244,c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,03-09-2020 08:25,GIF,public speaking,negative,0,9,,,,
3246,f01ec49c-3179-43bb-b127-2b1a73f34b06,love,24-09-2020 21:08,photo,animals,positive,65,9,,,,
3247,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,13-04-2021 09:01,photo,animals,negative,12,4,,,,
3248,f01ec49c-3179-43bb-b127-2b1a73f34b06,dislike,19-04-2021 09:23,photo,animals,negative,10,4,,,,
3249,f01ec49c-3179-43bb-b127-2b1a73f34b06,super love,30-11-2020 00:57,photo,animals,positive,75,11,,,,
3250,f01ec49c-3179-43bb-b127-2b1a73f34b06,worried,04-03-2021 12:02,photo,animals,negative,12,3,,,,
3251,f01ec49c-3179-43bb-b127-2b1a73f34b06,indifferent,18-05-2021 22:39,photo,animals,neutral,20,5,,,,
3252,f01ec49c-3179-43bb-b127-2b1a73f34b06,interested,15-07-2020 00:04,photo,animals,positive,30,7,,,,
3253,f01ec49c-3179-43bb-b127-2b1a73f34b06,super love,27-09-2020 21:02,photo,animals,positive,75,9,,,,
3254,f01ec49c-3179-43bb-b127-2b1a73f34b06,peeking,31-03-2021 01:18,photo,animals,neutral,35,3,,,,
3256,f01ec49c-3179-43bb-b127-2b1a73f34b06,scared,04-02-2021 04:38,photo,animals,negative,15,2,,,,
3257,f01ec49c-3179-43bb-b127-2b1a73f34b06,like,26-07-2020 11:16,photo,animals,positive,50,7,,,,
3258,f01ec49c-3179-43bb-b127-2b1a73f34b06,hate,08-04-2021 00:36,photo,animals,negative,5,4,,,,
3259,f01ec49c-3179-43bb-b127-2b1a73f34b06,indifferent,27-06-2020 14:07,photo,animals,neutral,20,6,,,,
3260,f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,21-01-2021 16:00,photo,animals,negative,0,1,,,,
